msa.fips,metro.name,county.fips,county.name
45460,"Terre Haute, IN (Metropolitan Statistical Area)",18021,"Clay, IN"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",18029,"Dearborn, IN"
34620,"Muncie, IN (Metropolitan Statistical Area)",18035,"Delaware, IN"
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",18039,"Elkhart, IN"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18043,"Floyd, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18057,"Hamilton, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18059,"Hancock, IN"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18061,"Harrison, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18063,"Hendricks, IN"
29020,"Kokomo, IN (Metropolitan Statistical Area)",18067,"Howard, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18073,"Jasper, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18081,"Johnson, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18089,"Lake, IN"
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",18091,"LaPorte, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18095,"Madison, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18097,"Marion, IN"
14020,"Bloomington, IN (Metropolitan Statistical Area)",18105,"Monroe, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18109,"Morgan, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18111,"Newton, IN"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",18115,"Ohio, IN"
14020,"Bloomington, IN (Metropolitan Statistical Area)",18119,"Owen, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18127,"Porter, IN"
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",18129,"Posey, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18133,"Putnam, IN"
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",18141,"St. Joseph, IN"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18143,"Scott, IN"
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",18145,"Shelby, IN"
45460,"Terre Haute, IN (Metropolitan Statistical Area)",18153,"Sullivan, IN"
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",18157,"Tippecanoe, IN"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",18161,"Union, IN"
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",18163,"Vanderburgh, IN"
45460,"Terre Haute, IN (Metropolitan Statistical Area)",18165,"Vermillion, IN"
45460,"Terre Haute, IN (Metropolitan Statistical Area)",18167,"Vigo, IN"
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",18173,"Warrick, IN"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",18175,"Washington, IN"
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",18179,"Wells, IN"
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",18183,"Whitley, IN"
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",19011,"Benton, IA"
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",19013,"Black Hawk, IA"
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",19017,"Bremer, IA"
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19049,"Dallas, IA"
20220,"Dubuque, IA (Metropolitan Statistical Area)",19061,"Dubuque, IA"
47940,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",19075,"Grundy, IA"
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19077,"Guthrie, IA"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19085,"Harrison, IA"
26980,"Iowa City, IA (Metropolitan Statistical Area)",19103,"Johnson, IA"
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",19105,"Jones, IA"
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",19113,"Linn, IA"
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19121,"Madison, IA"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19129,"Mills, IA"
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",19149,"Plymouth, IA"
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19153,"Polk, IA"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",19155,"Pottawattamie, IA"
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",19163,"Scott, IA"
11180,"Ames, IA (Metropolitan Statistical Area)",19169,"Story, IA"
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",19181,"Warren, IA"
26980,"Iowa City, IA (Metropolitan Statistical Area)",19183,"Washington, IA"
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",19193,"Woodbury, IA"
48620,"Wichita, KS (Metropolitan Statistical Area)",20015,"Butler, KS"
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",20043,"Doniphan, KS"
29940,"Lawrence, KS (Metropolitan Statistical Area)",20045,"Douglas, KS"
48620,"Wichita, KS (Metropolitan Statistical Area)",20079,"Harvey, KS"
45820,"Topeka, KS (Metropolitan Statistical Area)",20085,"Jackson, KS"
45820,"Topeka, KS (Metropolitan Statistical Area)",20087,"Jefferson, KS"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20091,"Johnson, KS"
48620,"Wichita, KS (Metropolitan Statistical Area)",20095,"Kingman, KS"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20103,"Leavenworth, KS"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20107,"Linn, KS"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20121,"Miami, KS"
45820,"Topeka, KS (Metropolitan Statistical Area)",20139,"Osage, KS"
31740,"Manhattan, KS (Metropolitan Statistical Area)",20149,"Pottawatomie, KS"
31740,"Manhattan, KS (Metropolitan Statistical Area)",20161,"Riley, KS"
48620,"Wichita, KS (Metropolitan Statistical Area)",20173,"Sedgwick, KS"
45820,"Topeka, KS (Metropolitan Statistical Area)",20177,"Shawnee, KS"
48620,"Wichita, KS (Metropolitan Statistical Area)",20191,"Sumner, KS"
45820,"Topeka, KS (Metropolitan Statistical Area)",20197,"Wabaunsee, KS"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",20209,"Wyandotte, KS"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21003,"Allen, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21015,"Boone, KY"
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21017,"Bourbon, KY"
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",21019,"Boyd, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21023,"Bracken, KY"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21029,"Bullitt, KY"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21031,"Butler, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21037,"Campbell, KY"
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",21047,"Christian, KY"
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21049,"Clark, KY"
36980,"Owensboro, KY (Metropolitan Statistical Area)",21059,"Daviess, KY"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21061,"Edmonson, KY"
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21067,"Fayette, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21077,"Gallatin, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21081,"Grant, KY"
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",21089,"Greenup, KY"
36980,"Owensboro, KY (Metropolitan Statistical Area)",21091,"Hancock, KY"
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",21093,"Hardin, KY"
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",21101,"Henderson, KY"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21103,"Henry, KY"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21111,"Jefferson, KY"
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21113,"Jessamine, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21117,"Kenton, KY"
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",21123,"Larue, KY"
36980,"Owensboro, KY (Metropolitan Statistical Area)",21149,"McLean, KY"
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",21163,"Meade, KY"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21185,"Oldham, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21191,"Pendleton, KY"
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21209,"Scott, KY"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21211,"Shelby, KY"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21215,"Spencer, KY"
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",21221,"Trigg, KY"
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",21223,"Trimble, KY"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21227,"Warren, KY"
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",21239,"Woodford, KY"
29180,"Lafayette, LA (Metropolitan Statistical Area)",22001,"Acadia, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22005,"Ascension, LA"
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22015,"Bossier, LA"
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22017,"Caddo, LA"
29340,"Lake Charles, LA (Metropolitan Statistical Area)",22019,"Calcasieu, LA"
29340,"Lake Charles, LA (Metropolitan Statistical Area)",22023,"Cameron, LA"
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22031,"De Soto, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22033,"East Baton Rouge, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22037,"East Feliciana, LA"
10780,"Alexandria, LA (Metropolitan Statistical Area)",22043,"Grant, LA"
29180,"Lafayette, LA (Metropolitan Statistical Area)",22045,"Iberia, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22047,"Iberville, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22051,"Jefferson, LA"
29180,"Lafayette, LA (Metropolitan Statistical Area)",22055,"Lafayette, LA"
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",22057,"Lafourche, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22063,"Livingston, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22071,"Orleans, LA"
33740,"Monroe, LA (Metropolitan Statistical Area)",22073,"Ouachita, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22075,"Plaquemines, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22077,"Pointe Coupee, LA"
10780,"Alexandria, LA (Metropolitan Statistical Area)",22079,"Rapides, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22087,"St. Bernard, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22089,"St. Charles, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22091,"St. Helena, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22093,"St. James, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22095,"St. John the Baptist, LA"
29180,"Lafayette, LA (Metropolitan Statistical Area)",22099,"St. Martin, LA"
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",22103,"St. Tammany, LA"
25220,"Hammond, LA (Metropolitan Statistical Area)",22105,"Tangipahoa, LA"
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",22109,"Terrebonne, LA"
33740,"Monroe, LA (Metropolitan Statistical Area)",22111,"Union, LA"
29180,"Lafayette, LA (Metropolitan Statistical Area)",22113,"Vermilion, LA"
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",22119,"Webster, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22121,"West Baton Rouge, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22125,"West Feliciana, LA"
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",23001,"Androscoggin, ME"
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",23005,"Cumberland, ME"
12620,"Bangor, ME (Metropolitan Statistical Area)",23019,"Penobscot, ME"
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",23023,"Sagadahoc, ME"
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",23031,"York, ME"
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",24001,"Allegany, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24003,"Anne Arundel, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24005,"Baltimore, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24009,"Calvert, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24013,"Carroll, MD"
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",24015,"Cecil, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24017,"Charles, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24021,"Frederick, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24025,"Harford, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24027,"Howard, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24031,"Montgomery, MD"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",24033,"Prince George's, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24035,"Queen Anne's, MD"
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",24037,"St. Mary's, MD"
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",24039,"Somerset, MD"
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",24043,"Washington, MD"
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",24045,"Wicomico, MD"
41540,"Salisbury, MD-DE (Metropolitan Statistical Area)",24047,"Worcester, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24510,"Baltimore (Independent City), MD"
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",25001,"Barnstable, MA"
38340,"Pittsfield, MA (Metropolitan Statistical Area)",25003,"Berkshire, MA"
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",25005,"Bristol, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25009,"Essex, MA"
44140,"Springfield, MA (Metropolitan Statistical Area)",25013,"Hampden, MA"
44140,"Springfield, MA (Metropolitan Statistical Area)",25015,"Hampshire, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25017,"Middlesex, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25021,"Norfolk, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25023,"Plymouth, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25025,"Suffolk, MA"
49340,"Worcester, MA-CT (Metropolitan Statistical Area)",25027,"Worcester, MA"
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",26015,"Barry, MI"
13020,"Bay City, MI (Metropolitan Statistical Area)",26017,"Bay, MI"
35660,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",26021,"Berrien, MI"
12980,"Battle Creek, MI (Metropolitan Statistical Area)",26025,"Calhoun, MI"
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",26027,"Cass, MI"
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",26037,"Clinton, MI"
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",26045,"Eaton, MI"
22420,"Flint, MI (Metropolitan Statistical Area)",26049,"Genesee, MI"
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",26065,"Ingham, MI"
27100,"Jackson, MI (Metropolitan Statistical Area)",26075,"Jackson, MI"
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",26077,"Kalamazoo, MI"
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",26081,"Kent, MI"
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26087,"Lapeer, MI"
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26093,"Livingston, MI"
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26099,"Macomb, MI"
33220,"Midland, MI (Metropolitan Statistical Area)",26111,"Midland, MI"
33780,"Monroe, MI (Metropolitan Statistical Area)",26115,"Monroe, MI"
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",26117,"Montcalm, MI"
34740,"Muskegon, MI (Metropolitan Statistical Area)",26121,"Muskegon, MI"
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26125,"Oakland, MI"
24340,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",26139,"Ottawa, MI"
40980,"Saginaw, MI (Metropolitan Statistical Area)",26145,"Saginaw, MI"
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26147,"St. Clair, MI"
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",26159,"Van Buren, MI"
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",26161,"Washtenaw, MI"
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",26163,"Wayne, MI"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27003,"Anoka, MN"
41060,"St. Cloud, MN (Metropolitan Statistical Area)",27009,"Benton, MN"
31860,"Mankato-North Mankato, MN (Metropolitan Statistical Area)",27013,"Blue Earth, MN"
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",27017,"Carlton, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27019,"Carver, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27025,"Chisago, MN"
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",27027,"Clay, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27037,"Dakota, MN"
40340,"Rochester, MN (Metropolitan Statistical Area)",27039,"Dodge, MN"
40340,"Rochester, MN (Metropolitan Statistical Area)",27045,"Fillmore, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27053,"Hennepin, MN"
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",27055,"Houston, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27059,"Isanti, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27079,"Le Sueur, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27095,"Mille Lacs, MN"
31860,"Mankato-North Mankato, MN (Metropolitan Statistical Area)",27103,"Nicollet, MN"
40340,"Rochester, MN (Metropolitan Statistical Area)",27109,"Olmsted, MN"
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",27119,"Polk, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27123,"Ramsey, MN"
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",27137,"St. Louis, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27139,"Scott, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27141,"Sherburne, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27143,"Sibley, MN"
41060,"St. Cloud, MN (Metropolitan Statistical Area)",27145,"Stearns, MN"
40340,"Rochester, MN (Metropolitan Statistical Area)",27157,"Wabasha, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27163,"Washington, MN"
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",27171,"Wright, MN"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28009,"Benton, MS"
27140,"Jackson, MS (Metropolitan Statistical Area)",28029,"Copiah, MS"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28033,"DeSoto, MS"
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",28035,"Forrest, MS"
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",28045,"Hancock, MS"
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",28047,"Harrison, MS"
27140,"Jackson, MS (Metropolitan Statistical Area)",28049,"Hinds, MS"
25060,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",28059,"Jackson, MS"
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",28073,"Lamar, MS"
27140,"Jackson, MS (Metropolitan Statistical Area)",28089,"Madison, MS"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28093,"Marshall, MS"
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",28111,"Perry, MS"
27140,"Jackson, MS (Metropolitan Statistical Area)",28121,"Rankin, MS"
27140,"Jackson, MS (Metropolitan Statistical Area)",28127,"Simpson, MS"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28137,"Tate, MS"
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",28143,"Tunica, MS"
27140,"Jackson, MS (Metropolitan Statistical Area)",28163,"Yazoo, MS"
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29003,"Andrew, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29013,"Bates, MO"
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",29017,"Bollinger, MO"
17860,"Columbia, MO (Metropolitan Statistical Area)",29019,"Boone, MO"
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29021,"Buchanan, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29025,"Caldwell, MO"
27620,"Jefferson City, MO (Metropolitan Statistical Area)",29027,"Callaway, MO"
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",29031,"Cape Girardeau, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29037,"Cass, MO"
44180,"Springfield, MO (Metropolitan Statistical Area)",29043,"Christian, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29047,"Clay, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29049,"Clinton, MO"
27620,"Jefferson City, MO (Metropolitan Statistical Area)",29051,"Cole, MO"
44180,"Springfield, MO (Metropolitan Statistical Area)",29059,"Dallas, MO"
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",29063,"DeKalb, MO"
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29071,"Franklin, MO"
44180,"Springfield, MO (Metropolitan Statistical Area)",29077,"Greene, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29095,"Jackson, MO"
27900,"Joplin, MO (Metropolitan Statistical Area)",29097,"Jasper, MO"
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29099,"Jefferson, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29107,"Lafayette, MO"
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29113,"Lincoln, MO"
22220,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",29119,"McDonald, MO"
27620,"Jefferson City, MO (Metropolitan Statistical Area)",29135,"Moniteau, MO"
27900,"Joplin, MO (Metropolitan Statistical Area)",29145,"Newton, MO"
27620,"Jefferson City, MO (Metropolitan Statistical Area)",29151,"Osage, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29165,"Platte, MO"
44180,"Springfield, MO (Metropolitan Statistical Area)",29167,"Polk, MO"
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",29177,"Ray, MO"
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29183,"St. Charles, MO"
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29189,"St. Louis, MO"
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29219,"Warren, MO"
44180,"Springfield, MO (Metropolitan Statistical Area)",29225,"Webster, MO"
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",29510,"St. Louis (Independent City), MO"
13740,"Billings, MT (Metropolitan Statistical Area)",30009,"Carbon, MT"
24500,"Great Falls, MT (Metropolitan Statistical Area)",30013,"Cascade, MT"
13740,"Billings, MT (Metropolitan Statistical Area)",30037,"Golden Valley, MT"
33540,"Missoula, MT (Metropolitan Statistical Area)",30063,"Missoula, MT"
13740,"Billings, MT (Metropolitan Statistical Area)",30111,"Yellowstone, MT"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31025,"Cass, NE"
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",31043,"Dakota, NE"
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",31051,"Dixon, NE"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31055,"Douglas, NE"
24260,"Grand Island, NE (Metropolitan Statistical Area)",31079,"Hall, NE"
24260,"Grand Island, NE (Metropolitan Statistical Area)",31081,"Hamilton, NE"
24260,"Grand Island, NE (Metropolitan Statistical Area)",31093,"Howard, NE"
30700,"Lincoln, NE (Metropolitan Statistical Area)",31109,"Lancaster, NE"
24260,"Grand Island, NE (Metropolitan Statistical Area)",31121,"Merrick, NE"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31153,"Sarpy, NE"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31155,"Saunders, NE"
30700,"Lincoln, NE (Metropolitan Statistical Area)",31159,"Seward, NE"
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",31177,"Washington, NE"
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",32003,"Clark, NV"
39900,"Reno, NV (Metropolitan Statistical Area)",32029,"Storey, NV"
39900,"Reno, NV (Metropolitan Statistical Area)",32031,"Washoe, NV"
16180,"Carson City, NV (Metropolitan Statistical Area)",32510,"Carson City (Independent City), NV"
